PROLIFIC_PID,STUDY_ID,SESSION_ID,modo,registro_id,indice_asignacion,consentimiento,edad_18_mas,permiso_vigente,comprende_espanol,no_conduce_ahora,orden,simbolo_primero,velocidad_primera_kmh,velocidad_naranja_kmh,velocidad_platano_kmh,confianza_naranja,confianza_platano,tiempo_primera_s,tiempo_segunda_s,respuesta_abierta,inicio_utc,primera_render_utc,segunda_render_utc,fin_utc,origen_dato,version_app
,,,docente,SIM-000082,81,True,True,True,True,True,naranja_primero,naranja,90,90,90,64,64,6.073,12.219,Pensé en cómo se verían las siluetas desde lejos y comparé sus formas.,2026-09-02T17:27:00.000Z,2026-09-02T17:27:12.000Z,2026-09-02T17:27:19.323Z,2026-09-02T17:27:38.042Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000083,82,True,True,True,True,True,platano_primero,platano,70,90,70,75,58,11.646,9.865,"Comparé peso aparente y forma, sin asumir que existiera una respuesta correcta.",2026-09-02T17:34:00.000Z,2026-09-02T17:34:12.000Z,2026-09-02T17:34:24.896Z,2026-09-02T17:34:41.261Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000084,83,True,True,True,True,True,platano_primero,platano,70,90,70,65,75,8.498,6.149,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-02T17:41:00.000Z,2026-09-02T17:41:12.000Z,2026-09-02T17:41:21.748Z,2026-09-02T17:41:34.397Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000085,84,True,True,True,True,True,naranja_primero,naranja,70,70,30,78,58,9.382,8.793,La curva de un símbolo y la geometría del otro orientaron mi elección.,2026-09-02T17:48:00.000Z,2026-09-02T17:48:12.000Z,2026-09-02T17:48:22.632Z,2026-09-02T17:48:37.925Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000086,85,True,True,True,True,True,platano_primero,platano,50,70,50,70,56,9.401,6.29,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-02T17:55:00.000Z,2026-09-02T17:55:12.000Z,2026-09-02T17:55:22.651Z,2026-09-02T17:55:35.441Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000087,86,True,True,True,True,True,platano_primero,platano,90,90,90,67,68,8.697,6.534,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-02T18:02:00.000Z,2026-09-02T18:02:12.000Z,2026-09-02T18:02:21.947Z,2026-09-02T18:02:34.981Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000088,87,True,True,True,True,True,naranja_primero,naranja,70,70,50,81,94,3.078,9.501,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-02T18:09:00.000Z,2026-09-02T18:09:12.000Z,2026-09-02T18:09:16.328Z,2026-09-02T18:09:32.329Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000089,88,True,True,True,True,True,naranja_primero,naranja,90,90,50,64,71,12.266,4.271,La silueta redonda me pareció más focal; para la otra escogí una categoría cercana.,2026-09-02T18:16:00.000Z,2026-09-02T18:16:12.000Z,2026-09-02T18:16:25.516Z,2026-09-02T18:16:36.287Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000090,89,True,True,True,True,True,naranja_primero,naranja,70,70,50,59,75,6.909,7.594,La silueta redonda me pareció más focal; para la otra escogí una categoría cercana.,2026-09-02T18:23:00.000Z,2026-09-02T18:23:12.000Z,2026-09-02T18:23:20.159Z,2026-09-02T18:23:34.253Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000091,90,True,True,True,True,True,naranja_primero,naranja,70,70,70,68,81,8.123,15.01,La silueta redonda me pareció más focal; para la otra escogí una categoría cercana.,2026-09-02T18:30:00.000Z,2026-09-02T18:30:12.000Z,2026-09-02T18:30:21.373Z,2026-09-02T18:30:42.883Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000092,91,True,True,True,True,True,naranja_primero,naranja,70,70,30,83,61,9.165,6.2,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-02T18:37:00.000Z,2026-09-02T18:37:12.000Z,2026-09-02T18:37:22.415Z,2026-09-02T18:37:35.115Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000093,92,True,True,True,True,True,platano_primero,platano,110,110,110,67,80,9.89,6.94,La forma redonda me sugirió una velocidad estable y la silueta alargada una menor.,2026-09-02T18:44:00.000Z,2026-09-02T18:44:12.000Z,2026-09-02T18:44:23.140Z,2026-09-02T18:44:36.580Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000094,93,True,True,True,True,True,naranja_primero,naranja,70,70,50,67,58,1.05,6.24,Fue una elección por contraste visual entre una figura compacta y otra alargada.,2026-09-02T18:51:00.000Z,2026-09-02T18:51:12.000Z,2026-09-02T18:51:14.300Z,2026-09-02T18:51:27.040Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000095,94,True,True,True,True,True,naranja_primero,naranja,90,90,50,67,72,7.593,4.413,La silueta redonda me pareció más focal; para la otra escogí una categoría cercana.,2026-09-02T18:58:00.000Z,2026-09-02T18:58:12.000Z,2026-09-02T18:58:20.843Z,2026-09-02T18:58:31.756Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000096,95,True,True,True,True,True,naranja_primero,naranja,70,70,70,91,51,6.951,13.57,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-02T19:05:00.000Z,2026-09-02T19:05:12.000Z,2026-09-02T19:05:20.201Z,2026-09-02T19:05:40.271Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000097,96,True,True,True,True,True,platano_primero,platano,90,70,90,62,94,6.415,7.102,Me guié por la forma y por el contraste entre ambos símbolos.,2026-09-02T19:12:00.000Z,2026-09-02T19:12:12.000Z,2026-09-02T19:12:19.665Z,2026-09-02T19:12:33.267Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000098,97,True,True,True,True,True,platano_primero,platano,70,110,70,64,73,9.443,6.175,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-02T19:19:00.000Z,2026-09-02T19:19:12.000Z,2026-09-02T19:19:22.693Z,2026-09-02T19:19:35.368Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000099,98,True,True,True,True,True,platano_primero,platano,50,90,50,77,64,2.973,10.293,La silueta redonda me pareció más focal; para la otra escogí una categoría cercana.,2026-09-02T19:26:00.000Z,2026-09-02T19:26:12.000Z,2026-09-02T19:26:16.223Z,2026-09-02T19:26:33.016Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000100,99,True,True,True,True,True,platano_primero,platano,50,70,50,63,95,6.976,4.665,Me guié por la forma y por el contraste entre ambos símbolos.,2026-09-02T19:33:00.000Z,2026-09-02T19:33:12.000Z,2026-09-02T19:33:20.226Z,2026-09-02T19:33:31.391Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000101,100,True,True,True,True,True,naranja_primero,naranja,90,90,50,43,67,4.83,6.94,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-02T19:40:00.000Z,2026-09-02T19:40:12.000Z,2026-09-02T19:40:18.080Z,2026-09-02T19:40:31.520Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000102,101,True,True,True,True,True,naranja_primero,naranja,90,90,70,53,66,9.674,5.231,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-02T19:47:00.000Z,2026-09-02T19:47:12.000Z,2026-09-02T19:47:22.924Z,2026-09-02T19:47:34.655Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000103,102,True,True,True,True,True,platano_primero,platano,50,90,50,79,83,9.998,5.689,Pensé en cómo se verían las siluetas desde lejos y comparé sus formas.,2026-09-02T19:54:00.000Z,2026-09-02T19:54:12.000Z,2026-09-02T19:54:23.248Z,2026-09-02T19:54:35.437Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000104,103,True,True,True,True,True,platano_primero,platano,50,90,50,61,76,6.023,5.7,Me guié por la forma y por el contraste entre ambos símbolos.,2026-09-02T20:01:00.000Z,2026-09-02T20:01:12.000Z,2026-09-02T20:01:19.273Z,2026-09-02T20:01:31.473Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000105,104,True,True,True,True,True,naranja_primero,naranja,90,90,90,71,79,6.779,3.019,"Comparé peso aparente y forma, sin asumir que existiera una respuesta correcta.",2026-09-02T20:08:00.000Z,2026-09-02T20:08:12.000Z,2026-09-02T20:08:20.029Z,2026-09-02T20:08:29.548Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000106,105,True,True,True,True,True,platano_primero,platano,90,110,90,63,70,3.623,4.149,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-02T20:15:00.000Z,2026-09-02T20:15:12.000Z,2026-09-02T20:15:16.873Z,2026-09-02T20:15:27.522Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000107,106,True,True,True,True,True,platano_primero,platano,50,90,50,90,64,11.016,9.675,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-02T20:22:00.000Z,2026-09-02T20:22:12.000Z,2026-09-02T20:22:24.266Z,2026-09-02T20:22:40.441Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000108,107,True,True,True,True,True,platano_primero,platano,70,90,70,81,62,8.623,10.108,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-02T20:29:00.000Z,2026-09-02T20:29:12.000Z,2026-09-02T20:29:21.873Z,2026-09-02T20:29:38.481Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000109,108,True,True,True,True,True,naranja_primero,naranja,110,110,90,60,87,5.702,11.286,La silueta redonda me pareció más focal; para la otra escogí una categoría cercana.,2026-09-02T20:36:00.000Z,2026-09-02T20:36:12.000Z,2026-09-02T20:36:18.952Z,2026-09-02T20:36:36.738Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000110,109,True,True,True,True,True,naranja_primero,naranja,90,90,70,59,63,6.948,4.278,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-02T20:43:00.000Z,2026-09-02T20:43:12.000Z,2026-09-02T20:43:20.198Z,2026-09-02T20:43:30.976Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000111,110,True,True,True,True,True,platano_primero,platano,50,90,50,77,72,6.8,4.37,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-02T20:50:00.000Z,2026-09-02T20:50:12.000Z,2026-09-02T20:50:20.050Z,2026-09-02T20:50:30.920Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000112,111,True,True,True,True,True,naranja_primero,naranja,90,90,70,61,46,10.723,11.962,La naranja parecía compacta y el plátano más ligero; fue una asociación intuitiva.,2026-09-02T20:57:00.000Z,2026-09-02T20:57:12.000Z,2026-09-02T20:57:23.973Z,2026-09-02T20:57:42.435Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000113,112,True,True,True,True,True,platano_primero,platano,70,90,70,68,53,14.762,8.81,La silueta redonda me pareció más focal; para la otra escogí una categoría cercana.,2026-09-02T21:04:00.000Z,2026-09-02T21:04:12.000Z,2026-09-02T21:04:28.012Z,2026-09-02T21:04:43.322Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000114,113,True,True,True,True,True,naranja_primero,naranja,90,90,70,71,45,7.484,8.342,La silueta redonda me pareció más focal; para la otra escogí una categoría cercana.,2026-09-02T21:11:00.000Z,2026-09-02T21:11:12.000Z,2026-09-02T21:11:20.734Z,2026-09-02T21:11:35.576Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000115,114,True,True,True,True,True,naranja_primero,naranja,90,90,70,57,61,9.094,1.123,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-02T21:18:00.000Z,2026-09-02T21:18:12.000Z,2026-09-02T21:18:22.344Z,2026-09-02T21:18:29.967Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000116,115,True,True,True,True,True,platano_primero,platano,50,90,50,76,87,7.888,2.063,La forma redonda me sugirió una velocidad estable y la silueta alargada una menor.,2026-09-02T21:25:00.000Z,2026-09-02T21:25:12.000Z,2026-09-02T21:25:21.138Z,2026-09-02T21:25:29.701Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000117,116,True,True,True,True,True,naranja_primero,naranja,70,70,70,66,79,4.348,9.798,Me guié por la forma y por el contraste entre ambos símbolos.,2026-09-02T21:32:00.000Z,2026-09-02T21:32:12.000Z,2026-09-02T21:32:17.598Z,2026-09-02T21:32:33.896Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000118,117,True,True,True,True,True,naranja_primero,naranja,90,90,90,64,79,7.542,6.77,La curva de un símbolo y la geometría del otro orientaron mi elección.,2026-09-02T21:39:00.000Z,2026-09-02T21:39:12.000Z,2026-09-02T21:39:20.792Z,2026-09-02T21:39:34.062Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000119,118,True,True,True,True,True,platano_primero,platano,50,90,50,87,74,5.41,5.601,La silueta redonda me pareció más focal; para la otra escogí una categoría cercana.,2026-09-02T21:46:00.000Z,2026-09-02T21:46:12.000Z,2026-09-02T21:46:18.660Z,2026-09-02T21:46:30.761Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000120,119,True,True,True,True,True,platano_primero,platano,90,110,90,71,70,8.302,8.893,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-02T21:53:00.000Z,2026-09-02T21:53:12.000Z,2026-09-02T21:53:21.552Z,2026-09-02T21:53:36.945Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000121,120,True,True,True,True,True,platano_primero,platano,50,90,50,80,66,5.826,2.745,La curva de un símbolo y la geometría del otro orientaron mi elección.,2026-09-02T22:00:00.000Z,2026-09-02T22:00:12.000Z,2026-09-02T22:00:19.076Z,2026-09-02T22:00:28.321Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000122,121,True,True,True,True,True,naranja_primero,naranja,90,90,90,98,69,7.257,4.407,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-02T22:07:00.000Z,2026-09-02T22:07:12.000Z,2026-09-02T22:07:20.507Z,2026-09-02T22:07:31.414Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000123,122,True,True,True,True,True,naranja_primero,naranja,90,90,70,77,77,4.884,8.354,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-02T22:14:00.000Z,2026-09-02T22:14:12.000Z,2026-09-02T22:14:18.134Z,2026-09-02T22:14:32.988Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000124,123,True,True,True,True,True,platano_primero,platano,90,110,90,76,73,11.666,10.854,"Comparé peso aparente y forma, sin asumir que existiera una respuesta correcta.",2026-09-02T22:21:00.000Z,2026-09-02T22:21:12.000Z,2026-09-02T22:21:24.916Z,2026-09-02T22:21:42.270Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000125,124,True,True,True,True,True,platano_primero,platano,110,110,110,68,79,3.979,9.346,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-02T22:28:00.000Z,2026-09-02T22:28:12.000Z,2026-09-02T22:28:17.229Z,2026-09-02T22:28:33.075Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000126,125,True,True,True,True,True,naranja_primero,naranja,110,110,90,72,96,6.789,5.5,Pensé en cómo se verían las siluetas desde lejos y comparé sus formas.,2026-09-02T22:35:00.000Z,2026-09-02T22:35:12.000Z,2026-09-02T22:35:20.039Z,2026-09-02T22:35:32.039Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000127,126,True,True,True,True,True,naranja_primero,naranja,90,90,90,80,91,5.347,7.959,La naranja parecía compacta y el plátano más ligero; fue una asociación intuitiva.,2026-09-02T22:42:00.000Z,2026-09-02T22:42:12.000Z,2026-09-02T22:42:18.597Z,2026-09-02T22:42:33.056Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000128,127,True,True,True,True,True,platano_primero,platano,70,110,70,49,67,10.322,5.393,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-02T22:49:00.000Z,2026-09-02T22:49:12.000Z,2026-09-02T22:49:23.572Z,2026-09-02T22:49:35.465Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000129,128,True,True,True,True,True,naranja_primero,naranja,70,70,70,57,74,5.063,4.49,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-02T22:56:00.000Z,2026-09-02T22:56:12.000Z,2026-09-02T22:56:18.313Z,2026-09-02T22:56:29.303Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000130,129,True,True,True,True,True,platano_primero,platano,90,110,90,66,86,6.273,5.527,La curva de un símbolo y la geometría del otro orientaron mi elección.,2026-09-02T23:03:00.000Z,2026-09-02T23:03:12.000Z,2026-09-02T23:03:19.523Z,2026-09-02T23:03:31.550Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000131,130,True,True,True,True,True,platano_primero,platano,70,90,70,38,54,6.204,5.219,La forma redonda me sugirió una velocidad estable y la silueta alargada una menor.,2026-09-02T23:10:00.000Z,2026-09-02T23:10:12.000Z,2026-09-02T23:10:19.454Z,2026-09-02T23:10:31.173Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000132,131,True,True,True,True,True,naranja_primero,naranja,110,110,50,74,56,7.95,5.755,La naranja parecía compacta y el plátano más ligero; fue una asociación intuitiva.,2026-09-02T23:17:00.000Z,2026-09-02T23:17:12.000Z,2026-09-02T23:17:21.200Z,2026-09-02T23:17:33.455Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000133,132,True,True,True,True,True,naranja_primero,naranja,90,90,70,79,63,9.969,6.19,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-02T23:24:00.000Z,2026-09-02T23:24:12.000Z,2026-09-02T23:24:23.219Z,2026-09-02T23:24:35.909Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000134,133,True,True,True,True,True,platano_primero,platano,110,110,110,60,63,12.339,8.114,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-02T23:31:00.000Z,2026-09-02T23:31:12.000Z,2026-09-02T23:31:25.589Z,2026-09-02T23:31:40.203Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000135,134,True,True,True,True,True,naranja_primero,naranja,90,90,70,62,76,8.062,8.116,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-02T23:38:00.000Z,2026-09-02T23:38:12.000Z,2026-09-02T23:38:21.312Z,2026-09-02T23:38:35.928Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000136,135,True,True,True,True,True,naranja_primero,naranja,90,90,50,76,72,6.445,5.675,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-02T23:45:00.000Z,2026-09-02T23:45:12.000Z,2026-09-02T23:45:19.695Z,2026-09-02T23:45:31.870Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000137,136,True,True,True,True,True,platano_primero,platano,70,70,70,65,94,7.384,7.266,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-02T23:52:00.000Z,2026-09-02T23:52:12.000Z,2026-09-02T23:52:20.634Z,2026-09-02T23:52:34.400Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000138,137,True,True,True,True,True,naranja_primero,naranja,110,110,90,49,78,1.196,8.691,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-02T23:59:00.000Z,2026-09-02T23:59:12.000Z,2026-09-02T23:59:14.446Z,2026-09-02T23:59:29.637Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000139,138,True,True,True,True,True,platano_primero,platano,50,70,50,72,61,5.577,6.542,Me guié por la forma y por el contraste entre ambos símbolos.,2026-09-03T00:06:00.000Z,2026-09-03T00:06:12.000Z,2026-09-03T00:06:18.827Z,2026-09-03T00:06:31.869Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000140,139,True,True,True,True,True,platano_primero,platano,70,110,70,74,70,7.946,7.034,La forma redonda me sugirió una velocidad estable y la silueta alargada una menor.,2026-09-03T00:13:00.000Z,2026-09-03T00:13:12.000Z,2026-09-03T00:13:21.196Z,2026-09-03T00:13:34.730Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000141,140,True,True,True,True,True,platano_primero,platano,70,90,70,77,80,5.998,10.175,Pensé en cómo se verían las siluetas desde lejos y comparé sus formas.,2026-09-03T00:20:00.000Z,2026-09-03T00:20:12.000Z,2026-09-03T00:20:19.248Z,2026-09-03T00:20:35.923Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000142,141,True,True,True,True,True,platano_primero,platano,70,90,70,69,65,8.631,6.467,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-03T00:27:00.000Z,2026-09-03T00:27:12.000Z,2026-09-03T00:27:21.881Z,2026-09-03T00:27:34.848Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000143,142,True,True,True,True,True,naranja_primero,naranja,90,90,70,77,74,14.597,8.918,Fue una elección por contraste visual entre una figura compacta y otra alargada.,2026-09-03T00:34:00.000Z,2026-09-03T00:34:12.000Z,2026-09-03T00:34:27.847Z,2026-09-03T00:34:43.265Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000144,143,True,True,True,True,True,naranja_primero,naranja,90,90,90,60,49,5.472,8.409,Fue una elección por contraste visual entre una figura compacta y otra alargada.,2026-09-03T00:41:00.000Z,2026-09-03T00:41:12.000Z,2026-09-03T00:41:18.722Z,2026-09-03T00:41:33.631Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000145,144,True,True,True,True,True,platano_primero,platano,70,90,70,94,65,12.355,4.672,Pensé en cómo se verían las siluetas desde lejos y comparé sus formas.,2026-09-03T00:48:00.000Z,2026-09-03T00:48:12.000Z,2026-09-03T00:48:25.605Z,2026-09-03T00:48:36.777Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000146,145,True,True,True,True,True,naranja_primero,naranja,110,110,90,72,60,4.683,8.632,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-03T00:55:00.000Z,2026-09-03T00:55:12.000Z,2026-09-03T00:55:17.933Z,2026-09-03T00:55:33.065Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000147,146,True,True,True,True,True,platano_primero,platano,70,90,70,71,64,6.522,5.165,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-03T01:02:00.000Z,2026-09-03T01:02:12.000Z,2026-09-03T01:02:19.772Z,2026-09-03T01:02:31.437Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000148,147,True,True,True,True,True,naranja_primero,naranja,70,70,50,75,55,4.824,9.511,La curva de un símbolo y la geometría del otro orientaron mi elección.,2026-09-03T01:09:00.000Z,2026-09-03T01:09:12.000Z,2026-09-03T01:09:18.074Z,2026-09-03T01:09:34.085Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000149,148,True,True,True,True,True,naranja_primero,naranja,90,90,70,57,71,8.334,8.538,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-03T01:16:00.000Z,2026-09-03T01:16:12.000Z,2026-09-03T01:16:21.584Z,2026-09-03T01:16:36.622Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000150,149,True,True,True,True,True,platano_primero,platano,30,70,30,62,60,4.388,5.987,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-03T01:23:00.000Z,2026-09-03T01:23:12.000Z,2026-09-03T01:23:17.638Z,2026-09-03T01:23:30.125Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000151,150,True,True,True,True,True,platano_primero,platano,90,90,90,81,58,8.295,10.014,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-03T01:30:00.000Z,2026-09-03T01:30:12.000Z,2026-09-03T01:30:21.545Z,2026-09-03T01:30:38.059Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000152,151,True,True,True,True,True,naranja_primero,naranja,70,70,50,69,59,3.041,6.558,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-03T01:37:00.000Z,2026-09-03T01:37:12.000Z,2026-09-03T01:37:16.291Z,2026-09-03T01:37:29.349Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000153,152,True,True,True,True,True,naranja_primero,naranja,90,90,50,66,60,6.38,7.228,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-03T01:44:00.000Z,2026-09-03T01:44:12.000Z,2026-09-03T01:44:19.630Z,2026-09-03T01:44:33.358Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000154,153,True,True,True,True,True,naranja_primero,naranja,90,90,70,81,78,8.448,13.397,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-03T01:51:00.000Z,2026-09-03T01:51:12.000Z,2026-09-03T01:51:21.698Z,2026-09-03T01:51:41.595Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000155,154,True,True,True,True,True,platano_primero,platano,90,90,90,51,81,7.691,1.269,La forma redonda me sugirió una velocidad estable y la silueta alargada una menor.,2026-09-03T01:58:00.000Z,2026-09-03T01:58:12.000Z,2026-09-03T01:58:20.941Z,2026-09-03T01:58:28.710Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000156,155,True,True,True,True,True,platano_primero,platano,50,110,50,79,74,4.793,5.794,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-03T02:05:00.000Z,2026-09-03T02:05:12.000Z,2026-09-03T02:05:18.043Z,2026-09-03T02:05:30.337Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000157,156,True,True,True,True,True,naranja_primero,naranja,90,90,70,76,62,7.176,5.783,"Comparé peso aparente y forma, sin asumir que existiera una respuesta correcta.",2026-09-03T02:12:00.000Z,2026-09-03T02:12:12.000Z,2026-09-03T02:12:20.426Z,2026-09-03T02:12:32.709Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000158,157,True,True,True,True,True,platano_primero,platano,70,110,70,83,54,9.165,11.051,La forma redonda me sugirió una velocidad estable y la silueta alargada una menor.,2026-09-03T02:19:00.000Z,2026-09-03T02:19:12.000Z,2026-09-03T02:19:22.415Z,2026-09-03T02:19:39.966Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000159,158,True,True,True,True,True,naranja_primero,naranja,90,90,70,55,73,7.874,17.842,Pensé en cómo se verían las siluetas desde lejos y comparé sus formas.,2026-09-03T02:26:00.000Z,2026-09-03T02:26:12.000Z,2026-09-03T02:26:21.124Z,2026-09-03T02:26:45.466Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000160,159,True,True,True,True,True,platano_primero,platano,90,110,90,54,70,12.415,8.353,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-03T02:33:00.000Z,2026-09-03T02:33:12.000Z,2026-09-03T02:33:25.665Z,2026-09-03T02:33:40.518Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000161,160,True,True,True,True,True,naranja_primero,naranja,90,90,70,75,86,6.688,9.329,Fue una elección por contraste visual entre una figura compacta y otra alargada.,2026-09-03T02:40:00.000Z,2026-09-03T02:40:12.000Z,2026-09-03T02:40:19.938Z,2026-09-03T02:40:35.767Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000162,161,True,True,True,True,True,naranja_primero,naranja,90,90,70,79,87,8.893,9.666,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-03T02:47:00.000Z,2026-09-03T02:47:12.000Z,2026-09-03T02:47:22.143Z,2026-09-03T02:47:38.309Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000163,162,True,True,True,True,True,platano_primero,platano,70,50,70,66,72,6.19,5.198,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-03T02:54:00.000Z,2026-09-03T02:54:12.000Z,2026-09-03T02:54:19.440Z,2026-09-03T02:54:31.138Z,sintetico_docente,1.0.0-demo
