registro_id,orden,simbolo_primero,velocidad_primera_kmh,velocidad_naranja_kmh,velocidad_platano_kmh,confianza_naranja,confianza_platano,tiempo_primera_s,tiempo_segunda_s,diferencia_platano_menos_naranja,categoria_motivo,incluida,motivo_exclusion,origen_dato,version_app
SIM-000198,platano_primero,platano,50,90,50,68,50,5.744,7.482,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000199,platano_primero,platano,70,90,70,50,76,5.488,6.103,-20,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000200,platano_primero,platano,90,110,90,67,72,3.665,8.819,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000201,platano_primero,platano,50,90,50,66,47,5.670,6.494,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000202,naranja_primero,naranja,90,90,50,83,62,9.989,8.739,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000203,platano_primero,platano,90,90,90,68,73,9.175,10.089,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000204,naranja_primero,naranja,90,90,50,58,70,5.092,4.771,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000205,platano_primero,platano,70,110,70,63,52,8.756,13.522,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000206,platano_primero,platano,50,90,50,46,72,7.610,7.484,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000207,naranja_primero,naranja,110,110,70,68,65,11.124,9.203,-40,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000208,naranja_primero,naranja,110,110,90,61,59,14.281,9.415,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000209,platano_primero,platano,90,110,90,71,82,5.230,6.958,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000210,naranja_primero,naranja,70,70,50,57,71,6.240,6.940,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000211,naranja_primero,naranja,70,70,50,85,75,12.960,6.422,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000212,naranja_primero,naranja,90,90,90,79,68,4.898,3.391,0,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000213,naranja_primero,naranja,70,70,50,62,58,8.519,6.354,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000214,platano_primero,platano,50,70,50,59,87,6.319,1.415,-20,"[""azar""]",false,tiempo_segunda_menor_2,sintetico_docente,1.0.0-demo
SIM-000215,platano_primero,platano,50,110,50,75,88,7.477,8.857,-60,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000216,platano_primero,platano,30,70,30,81,82,9.652,6.441,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000217,platano_primero,platano,50,90,50,71,51,9.732,5.300,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000218,naranja_primero,naranja,90,90,50,83,76,2.668,9.669,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000219,platano_primero,platano,50,90,50,85,62,4.649,6.265,-40,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000220,naranja_primero,naranja,130,130,90,64,70,5.507,5.062,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000221,naranja_primero,naranja,90,90,70,69,64,10.124,5.617,-20,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000222,platano_primero,platano,50,90,50,78,82,10.667,10.008,-40,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000223,platano_primero,platano,70,110,70,67,72,6.488,4.132,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000224,platano_primero,platano,50,90,50,61,78,7.087,4.876,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000225,platano_primero,platano,50,90,50,76,60,7.083,7.487,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000226,naranja_primero,naranja,110,110,90,87,74,6.251,4.469,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000227,naranja_primero,naranja,90,90,90,88,70,10.831,11.627,0,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000228,naranja_primero,naranja,70,70,30,93,57,12.999,11.355,-40,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000229,platano_primero,platano,90,110,90,84,54,8.728,7.517,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000230,naranja_primero,naranja,70,70,50,71,50,6.204,7.010,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000231,platano_primero,platano,70,110,70,67,71,6.602,3.018,-40,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000232,platano_primero,platano,70,90,70,81,53,6.470,5.461,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000233,naranja_primero,naranja,70,70,30,62,62,7.769,7.702,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000234,naranja_primero,naranja,70,70,50,60,66,4.969,4.651,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000235,platano_primero,platano,70,90,70,51,87,6.431,15.342,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000236,naranja_primero,naranja,110,110,90,77,72,8.323,5.544,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000237,platano_primero,platano,70,90,70,80,71,6.617,2.103,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000238,naranja_primero,naranja,70,70,50,74,66,5.865,3.923,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000239,naranja_primero,naranja,90,90,50,57,67,9.309,5.667,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000240,platano_primero,platano,90,110,90,70,72,6.645,6.831,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000241,platano_primero,platano,50,70,50,71,77,5.063,7.836,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000242,naranja_primero,naranja,90,90,90,57,73,9.988,11.461,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000243,platano_primero,platano,70,90,70,70,88,2.937,6.051,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000244,naranja_primero,naranja,70,70,50,71,81,5.714,10.528,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000245,platano_primero,platano,90,90,90,57,65,8.396,6.818,0,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000246,platano_primero,platano,50,30,50,65,64,10.004,6.602,20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000247,naranja_primero,naranja,90,90,70,59,68,5.852,4.858,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000248,naranja_primero,naranja,70,70,70,48,66,1.342,8.581,0,"[""forma""]",false,tiempo_primera_menor_2,sintetico_docente,1.0.0-demo
SIM-000249,naranja_primero,naranja,70,70,50,71,65,11.777,13.755,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000250,platano_primero,platano,90,110,90,100,59,7.674,4.962,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000251,naranja_primero,naranja,90,90,50,87,67,6.916,5.995,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000252,naranja_primero,naranja,70,70,50,83,70,4.797,5.395,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000253,platano_primero,platano,70,90,70,56,93,6.436,11.479,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000254,naranja_primero,naranja,90,90,70,81,54,4.101,7.093,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000255,platano_primero,platano,90,130,90,66,74,1.488,12.620,-40,"[""sin_clasificar""]",false,tiempo_primera_menor_2,sintetico_docente,1.0.0-demo
SIM-000256,naranja_primero,naranja,70,70,70,64,78,17.129,9.029,0,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000257,platano_primero,platano,70,70,70,64,67,7.912,7.767,0,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000258,naranja_primero,naranja,90,90,50,57,91,9.675,9.342,-40,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000259,platano_primero,platano,70,90,70,91,71,8.984,7.343,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000260,platano_primero,platano,70,90,70,85,100,10.553,4.411,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000261,naranja_primero,naranja,90,90,70,89,70,9.073,12.255,-20,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000262,naranja_primero,naranja,90,90,70,78,76,5.504,6.776,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000263,platano_primero,platano,50,50,50,69,85,13.785,5.642,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000264,platano_primero,platano,90,90,90,69,100,6.599,6.234,0,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000265,naranja_primero,naranja,90,90,90,79,51,6.979,6.165,0,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000266,platano_primero,platano,70,70,70,73,88,9.570,8.502,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000267,naranja_primero,naranja,90,90,70,66,100,9.932,5.757,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000268,naranja_primero,naranja,70,70,50,76,78,7.375,14.625,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000269,platano_primero,platano,70,90,70,74,89,18.304,3.172,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000270,platano_primero,platano,70,110,70,67,67,8.652,8.573,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000271,naranja_primero,naranja,90,90,70,64,73,6.770,5.050,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000272,platano_primero,platano,70,90,70,64,77,10.487,7.552,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000273,platano_primero,platano,70,90,70,58,52,8.557,4.307,-20,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000274,naranja_primero,naranja,90,90,50,92,89,5.610,4.999,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000275,platano_primero,platano,110,110,110,91,88,6.479,6.084,0,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000276,platano_primero,platano,70,90,70,53,63,6.275,7.825,-20,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000277,platano_primero,platano,70,90,70,100,69,13.060,2.909,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000278,naranja_primero,naranja,90,90,50,58,47,2.842,6.635,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000279,naranja_primero,naranja,110,110,90,80,61,9.228,6.243,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000280,naranja_primero,naranja,90,90,70,58,65,18.406,7.591,-20,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000281,naranja_primero,naranja,90,90,70,66,61,5.301,7.881,-20,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000282,platano_primero,platano,50,70,50,60,58,8.032,6.657,-20,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000283,platano_primero,platano,70,90,70,67,54,5.110,14.281,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000284,naranja_primero,naranja,90,90,70,83,80,6.806,13.464,-20,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000285,naranja_primero,naranja,90,90,70,62,69,4.830,5.012,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000286,platano_primero,platano,70,110,70,82,71,5.770,12.512,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000287,platano_primero,platano,50,90,50,83,67,8.910,12.725,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000288,naranja_primero,naranja,70,70,50,69,69,6.112,11.377,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000289,naranja_primero,naranja,90,90,50,87,74,9.369,7.549,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000290,platano_primero,platano,90,130,90,72,72,9.741,11.448,-40,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000291,naranja_primero,naranja,110,110,90,60,81,3.809,5.000,-20,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000292,platano_primero,platano,50,90,50,74,85,15.503,6.906,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000293,naranja_primero,naranja,90,90,70,72,72,10.202,8.829,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000294,platano_primero,platano,70,90,70,74,83,4.018,4.126,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000295,platano_primero,platano,90,90,90,59,75,6.467,2.031,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000296,naranja_primero,naranja,90,90,90,79,79,5.854,2.769,0,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000297,naranja_primero,naranja,70,70,30,66,80,8.530,9.377,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000298,naranja_primero,naranja,70,70,50,74,50,3.892,6.387,-20,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000299,platano_primero,platano,50,90,50,64,64,8.971,5.940,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000300,platano_primero,platano,70,90,70,57,72,5.740,1.561,-20,"[""fisica""]",false,tiempo_segunda_menor_2,sintetico_docente,1.0.0-demo
SIM-000301,platano_primero,platano,50,110,50,61,72,8.878,10.337,-60,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000302,naranja_primero,naranja,110,110,70,64,58,6.089,5.200,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000303,naranja_primero,naranja,90,90,50,61,63,8.947,6.166,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000304,platano_primero,platano,70,90,70,67,75,5.159,6.100,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000305,naranja_primero,naranja,90,90,70,64,75,5.534,4.021,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000306,platano_primero,platano,70,110,70,57,84,10.230,12.439,-40,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000307,platano_primero,platano,50,90,50,62,59,18.264,17.466,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000308,platano_primero,platano,70,90,70,94,82,5.539,13.994,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000309,naranja_primero,naranja,110,110,70,60,68,11.262,5.282,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000310,naranja_primero,naranja,90,90,70,53,49,10.784,10.180,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000311,platano_primero,platano,70,110,70,61,67,4.712,5.859,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000312,platano_primero,platano,90,90,90,73,58,3.988,9.100,0,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000313,naranja_primero,naranja,110,110,70,57,57,6.691,10.857,-40,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000314,platano_primero,platano,50,70,50,70,72,8.294,4.374,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000315,platano_primero,platano,50,110,50,49,73,3.470,5.776,-60,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000316,naranja_primero,naranja,90,90,50,84,80,11.442,13.197,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000317,platano_primero,platano,50,90,50,85,86,4.258,5.921,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000318,naranja_primero,naranja,110,110,130,72,57,7.195,7.011,20,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000319,naranja_primero,naranja,90,90,70,72,79,8.985,7.387,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000320,naranja_primero,naranja,130,130,70,65,71,11.151,6.268,-60,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000321,naranja_primero,naranja,90,90,50,62,53,7.934,5.999,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000322,platano_primero,platano,70,110,70,60,50,4.989,5.125,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000323,platano_primero,platano,50,90,50,75,70,8.540,11.598,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000324,platano_primero,platano,70,90,70,56,78,8.163,6.298,-20,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000325,platano_primero,platano,70,90,70,66,64,5.856,5.913,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000326,naranja_primero,naranja,90,90,70,75,69,6.584,6.880,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000327,naranja_primero,naranja,90,90,90,53,79,4.503,7.563,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000328,naranja_primero,naranja,90,90,50,46,83,10.059,6.917,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000329,naranja_primero,naranja,110,110,70,60,68,5.934,1.415,-40,"[""forma"",""contraste""]",false,tiempo_segunda_menor_2,sintetico_docente,1.0.0-demo
SIM-000330,platano_primero,platano,90,90,90,72,57,4.772,4.023,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000331,platano_primero,platano,70,110,70,77,79,6.382,15.935,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000332,platano_primero,platano,50,70,50,62,64,8.682,9.046,-20,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000333,naranja_primero,naranja,110,110,70,67,73,7.812,5.831,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000334,naranja_primero,naranja,110,110,90,91,81,8.607,4.181,-20,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000335,platano_primero,platano,70,110,70,45,68,5.802,7.630,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000336,naranja_primero,naranja,90,90,70,79,81,4.011,4.100,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000337,platano_primero,platano,70,90,70,58,63,4.836,9.900,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000338,naranja_primero,naranja,110,110,70,67,73,5.642,8.417,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000339,naranja_primero,naranja,70,70,50,91,70,10.354,6.185,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000340,platano_primero,platano,50,70,50,58,59,7.373,5.043,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000341,naranja_primero,naranja,50,50,50,70,86,7.366,8.751,0,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000342,platano_primero,platano,70,90,70,68,72,11.356,11.835,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000343,naranja_primero,naranja,90,90,50,58,63,7.477,11.254,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000344,naranja_primero,naranja,90,90,50,97,72,10.575,10.591,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000345,naranja_primero,naranja,70,70,70,83,87,3.560,8.109,0,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000346,platano_primero,platano,30,50,30,71,63,1.634,4.108,-20,"[""forma""]",false,tiempo_primera_menor_2,sintetico_docente,1.0.0-demo
SIM-000347,naranja_primero,naranja,90,90,50,67,71,11.791,8.698,-40,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000348,platano_primero,platano,90,70,90,77,71,6.889,6.103,20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000349,platano_primero,platano,70,90,70,49,67,4.847,5.283,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000350,platano_primero,platano,70,70,70,60,64,7.346,6.294,0,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000351,platano_primero,platano,70,110,70,66,95,2.793,9.463,-40,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000352,platano_primero,platano,50,90,50,78,71,6.019,9.710,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000353,naranja_primero,naranja,110,110,70,86,80,7.283,8.204,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000354,naranja_primero,naranja,90,90,50,61,95,9.405,6.917,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000355,platano_primero,platano,70,110,70,81,81,6.528,8.301,-40,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000356,naranja_primero,naranja,90,90,70,68,73,7.891,6.709,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000357,platano_primero,platano,70,110,70,74,82,8.254,7.026,-40,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000358,platano_primero,platano,70,90,70,71,87,7.599,4.305,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000359,naranja_primero,naranja,110,110,90,74,69,9.713,5.443,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000360,naranja_primero,naranja,110,110,70,82,69,4.297,9.201,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000361,platano_primero,platano,50,90,50,67,91,7.511,5.636,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000362,platano_primero,platano,50,110,50,73,62,9.535,6.156,-60,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000363,naranja_primero,naranja,70,70,50,62,59,10.419,8.048,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000364,naranja_primero,naranja,90,90,90,72,62,1.488,7.270,0,"[""sin_clasificar""]",false,tiempo_primera_menor_2,sintetico_docente,1.0.0-demo
SIM-000365,platano_primero,platano,70,90,70,51,90,5.241,7.290,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000366,naranja_primero,naranja,110,110,70,82,81,8.567,6.410,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000367,naranja_primero,naranja,90,90,50,73,68,8.994,5.154,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000368,platano_primero,platano,70,90,70,70,76,4.674,6.958,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000369,platano_primero,platano,50,90,50,65,73,4.689,2.824,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000370,naranja_primero,naranja,90,90,50,82,69,7.641,5.736,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000371,naranja_primero,naranja,110,110,90,73,46,7.106,11.999,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000372,platano_primero,platano,110,110,110,77,76,7.344,9.294,0,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000373,platano_primero,platano,70,90,70,73,97,3.738,4.169,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000374,platano_primero,platano,90,110,90,59,72,10.928,6.622,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000375,naranja_primero,naranja,70,70,70,57,100,11.938,10.552,0,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000376,naranja_primero,naranja,110,110,70,51,65,9.778,14.273,-40,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000377,naranja_primero,naranja,70,70,50,72,53,8.533,6.441,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000378,naranja_primero,naranja,90,90,70,81,61,7.258,7.321,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000379,platano_primero,platano,50,70,50,66,76,6.907,7.800,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000380,platano_primero,platano,50,90,50,87,65,3.414,12.393,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000381,platano_primero,platano,90,110,90,61,90,7.571,6.275,-20,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000382,naranja_primero,naranja,110,110,90,65,76,4.616,5.862,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000383,platano_primero,platano,90,90,90,73,73,24.041,6.485,0,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000384,naranja_primero,naranja,90,90,70,70,61,7.841,2.707,-20,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000385,platano_primero,platano,50,90,50,65,65,4.939,15.048,-40,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000386,naranja_primero,naranja,90,90,50,74,66,6.593,4.030,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000387,platano_primero,platano,90,110,90,70,79,16.592,12.127,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000388,naranja_primero,naranja,90,90,50,63,69,2.893,5.811,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000389,naranja_primero,naranja,90,90,70,76,69,4.192,5.637,-20,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000390,platano_primero,platano,50,110,50,70,55,5.344,1.707,-60,"[""forma""]",false,tiempo_segunda_menor_2,sintetico_docente,1.0.0-demo
SIM-000391,naranja_primero,naranja,90,90,50,73,81,5.061,7.185,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000392,naranja_primero,naranja,90,90,90,70,85,5.841,7.831,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000393,platano_primero,platano,90,110,90,82,75,21.265,4.112,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000394,naranja_primero,naranja,90,90,70,100,75,4.707,6.908,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000395,platano_primero,platano,70,70,70,37,68,7.586,12.170,0,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000396,naranja_primero,naranja,90,90,70,70,69,15.671,13.054,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
